"Year","Sex","Age group","Country/Region/World","ISO","Prevalence of BMI < -2SD (thinness)","Prevalence of BMI < -2SD (thinness) lower 95% uncertainty interval","Prevalence of BMI < -2SD (thinness) upper 95% uncertainty interval","Prevalence of BMI > 2SD (obesity)","Prevalence of BMI > 2SD (obesity) lower 95% uncertainty interval","Prevalence of BMI > 2SD (obesity) upper 95% uncertainty interval","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity)","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity) lower 95% uncertainty interval","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity) upper 95% uncertainty interval","Prevalence of -2SD ≤ BMI < -1SD","Prevalence of -2SD ≤ BMI < -1SD lower 95% uncertainty interval","Prevalence of -2SD ≤ BMI < -1SD upper 95% uncertainty interval","Prevalence of -1SD ≤ BMI ≤ 1SD","Prevalence of -1SD ≤ BMI ≤ 1SD lower 95% uncertainty interval","Prevalence of -1SD ≤ BMI ≤ 1SD upper 95% uncertainty interval","Prevalence of 1SD < BMI ≤ 2SD","Prevalence of 1SD < BMI ≤ 2SD lower 95% uncertainty interval","Prevalence of 1SD < BMI ≤ 2SD upper 95% uncertainty interval"
1996,"Girls",12,"Oceania",NA,0.02357187849663462,0.010619039261367522,0.04584889804357485,0.045644151080786684,0.020954100970202852,0.0858540940633883,0.0692160295774213,0.03874160090017959,0.11278544819389362,0.09474534689374697,0.05729106497857224,0.1432333333767451,0.6241152117221803,0.5510730203087227,0.6939545643983397,0.2119234118066513,0.14733261058091987,0.282553790525046
1997,"Girls",12,"Oceania",NA,0.02330191632901566,0.010622955278067498,0.04527986300244094,0.047498352878432314,0.022334764815417584,0.08796577893814525,0.07080026920744797,0.040215914274437624,0.11419944884107773,0.09415105593704061,0.05736766136126243,0.14196832045508578,0.6216098365102398,0.550899348717134,0.6896018991001291,0.21343883834527153,0.15081643980172452,0.28240783889852733
1998,"Girls",12,"Oceania",NA,0.023005199669956716,0.010595985839575287,0.04458141444820672,0.04941659583622205,0.02382133737405536,0.08923740093930005,0.07242179550617876,0.041771892712993634,0.11589654623650389,0.09351920781358243,0.05711072003074582,0.14040615317476837,0.6190916913223642,0.5497548398671867,0.6853677208911361,0.2149673053578747,0.15359583142900385,0.28351681459405487
1999,"Girls",12,"Oceania",NA,0.02269202655842148,0.010489883392770294,0.04380971067647763,0.051411033317794876,0.025505493833075443,0.09124217303892705,0.07410305987621636,0.04328660706159095,0.1170786828730737,0.09284133788971781,0.05690028512744269,0.13884295782424688,0.6165532256918475,0.5487304282216586,0.6810386375680965,0.21650237654221838,0.15685264614618918,0.28344623357184345
2000,"Girls",12,"Oceania",NA,0.02238509494222431,0.010478732622908344,0.04313916019400363,0.05347773581027127,0.02716896067857756,0.09348521340993644,0.07586283075249557,0.045112076737371304,0.1184067566064039,0.09216215002324775,0.056796601420524846,0.13737723383076594,0.6139992544176228,0.5477277583792535,0.6771761451771305,0.2179757648066338,0.16028476481882425,0.28306726469041904
2001,"Girls",12,"Oceania",NA,0.02199975863843422,0.010346380334308545,0.04265816862262411,0.0555980618412974,0.029117802826665803,0.09546495788970778,0.07759782047973161,0.046701148509609124,0.12009022057292927,0.09136737611897063,0.056402145301407615,0.13657793865176515,0.6114572165234659,0.5455791613779778,0.6740158178243566,0.21957758687783205,0.16331992804763804,0.28282384084279444
2002,"Girls",12,"Oceania",NA,0.02159036797508829,0.010197977836957327,0.041663992013088215,0.05776313772662555,0.030623982356237714,0.09715858557865119,0.07935350570171384,0.048215091157673834,0.1213394028702334,0.09054231690015886,0.05627257438716424,0.1350332403926469,0.6089211133680349,0.5444547552712162,0.6707663596851845,0.2211830640300924,0.16545534082475424,0.28204130922719556
2003,"Girls",12,"Oceania",NA,0.02116483050520566,0.009903734969207038,0.041337495080389954,0.059980616947550115,0.03243045337825914,0.09957813869505835,0.08114544745275577,0.049838947711448804,0.1231785219492849,0.08970317336021673,0.055889982690277104,0.13404835098514814,0.6064248771562792,0.5431808501393748,0.6677033667926053,0.22272650203074837,0.16834206573644345,0.28199571210682667
2004,"Girls",12,"Oceania",NA,0.020719948027307467,0.009712168228382103,0.040545388602505714,0.06221457683882563,0.03392615852272435,0.10237381250759311,0.0829345248661331,0.05104439695299286,0.1257900198382847,0.08886573260958273,0.055208946347669,0.13211027050478627,0.6039938225697987,0.5409268568154798,0.6644117556012099,0.22420591995448538,0.17033705575295893,0.28224251337693873
2005,"Girls",12,"Oceania",NA,0.020251972910660488,0.00941314140964898,0.03982026224486238,0.06448052220773356,0.03575588909590455,0.10526483477966356,0.08473249511839405,0.05245969379538918,0.12837450385449797,0.08800340192834742,0.05471242352854247,0.13060359896469734,0.6016406729196081,0.5390065257605905,0.6614021356396365,0.2256234300336505,0.17236963475917777,0.2822295334998996
2006,"Girls",12,"Oceania",NA,0.01991663074495519,0.00916025844001616,0.03883185115526169,0.06667165384145245,0.03717204376112966,0.10856308241660732,0.08658828458640762,0.053879975080374704,0.130216890361124,0.08736306082608984,0.054508167046242964,0.12963262205816786,0.599362560975684,0.5369736972121386,0.6589672462954448,0.22668609361181877,0.17325586212412372,0.28283995518735183
2007,"Girls",12,"Oceania",NA,0.019565590642229513,0.008946433436188134,0.03873393767070782,0.06890550473435039,0.03831278067047426,0.1114338257797586,0.0884710953765799,0.055229466134966154,0.13273062312076048,0.08668985608260896,0.05416906950026156,0.12870939072385834,0.5971383949235176,0.536141362254932,0.657453089364642,0.22770065361729352,0.17453234633410855,0.28380630053112127
2008,"Girls",12,"Oceania",NA,0.019205157783162563,0.008684372718969621,0.038116992613532845,0.07119188318894511,0.039421049137747535,0.11488403761189137,0.09039704097210768,0.05611719503998466,0.13527717817590185,0.08599568022044515,0.053463245324854525,0.12792959633177947,0.5949741847381673,0.533399873343055,0.6559864415390371,0.22863309406927992,0.17431381739552385,0.28537305940009283
2009,"Girls",12,"Oceania",NA,0.018845285232864648,0.008380376177197675,0.038027550949763025,0.07352772524136315,0.04023288894333838,0.11860673816885652,0.0923730104742278,0.05710446470890692,0.1392014907071783,0.08527680876807944,0.052740967559193844,0.1275787064812629,0.5927707896385387,0.5303247808392594,0.6543517933309954,0.22957939111915407,0.1751362156131755,0.2874295408095584
2010,"Girls",12,"Oceania",NA,0.018496504094657785,0.008112748742025335,0.03805549803154005,0.07598790524265434,0.0412044314209463,0.12321013876279921,0.09448440933731211,0.057960063442766246,0.14273424055308867,0.0845491339292541,0.052042689983660406,0.12706255573490455,0.5904275821740625,0.5264185784187795,0.6522938938152382,0.2305388745593713,0.1743124516000102,0.29059435108328047
2011,"Girls",12,"Oceania",NA,0.018165070177306678,0.007902335686275668,0.03734326246732792,0.07855396808120343,0.042540437155472316,0.12826868467154331,0.09671903825851011,0.05857379587436891,0.14689277413397514,0.08384024233850966,0.05116582435371619,0.12652039093154038,0.5879354500345328,0.5214209277798072,0.6527383636956052,0.23150526936844737,0.172906904705058,0.2935129322016867
2012,"Girls",12,"Oceania",NA,0.017865963558927594,0.007654958131932863,0.03695900428860234,0.08129370826252616,0.04357538871208089,0.13355964976266857,0.09915967182145376,0.05894527481442958,0.15262434946228218,0.08313717534398571,0.05017269900067414,0.12582483946944473,0.5852123570819386,0.5165938500529531,0.6516948937606293,0.23249079575262196,0.17153952035750275,0.29702193418204487
2013,"Girls",12,"Oceania",NA,0.017599663669739328,0.007431869402200428,0.03716902401655816,0.08422179554719231,0.043845350004200284,0.1406086244459939,0.10182145921693164,0.05959073475578376,0.15905627423234328,0.08243850978866069,0.04923012199454062,0.12581345079371928,0.5822582811355065,0.5103923005321975,0.6504682515205873,0.23348174985890122,0.1702702622717171,0.3002331268130763
2014,"Girls",12,"Oceania",NA,0.017362316569915524,0.007183485404390896,0.037383397417791044,0.08735742111229985,0.044536947267378627,0.14777943826398718,0.10471973768221537,0.0599611252141088,0.1660414389841279,0.08174287591135418,0.04840792935900657,0.12519884354012317,0.579048868041991,0.5037941967890389,0.6502605614047192,0.2344885183644395,0.1679932896789566,0.3052488520053239
2015,"Girls",12,"Oceania",NA,0.0171560483361478,0.006926725548971285,0.037802631348639926,0.09072818059437936,0.045153722229160136,0.15545550517411494,0.10788422893052717,0.06030609442929679,0.17248397928087333,0.08104825711171314,0.04718084255429902,0.12582353688476536,0.5755530504843298,0.4983383345874301,0.6485350261683811,0.23551446347343002,0.16694719129623223,0.3102883182519734
2016,"Girls",12,"Oceania",NA,0.01698878785008827,0.006693085381730853,0.03823154502848248,0.09436807312619563,0.04539537166223413,0.1638572403869747,0.11135686097628392,0.05999122361376468,0.18011684284045879,0.08036381237496248,0.045820806100511244,0.12595054934591723,0.5717405742757803,0.4909745551888834,0.649223353302012,0.2365387523729733,0.16364577542393452,0.31447231861968084
2017,"Girls",12,"Oceania",NA,0.016844333554517494,0.006431969827519071,0.03883255817288341,0.09826482971313136,0.04591360272745958,0.1731712954480962,0.11510916326764885,0.060176413466510335,0.19003304160655105,0.07965804618922101,0.044492575431915746,0.1270025118586051,0.56770210242377,0.4827405164317677,0.6493187388949552,0.2375306881193602,0.16066442078318344,0.3193322335953037
2018,"Girls",12,"Oceania",NA,0.01671866744246587,0.0061737350991254705,0.03904603388078031,0.10235475084961557,0.0461610444887307,0.18467453727268782,0.11907341829208143,0.06073442284028201,0.2013572598276207,0.07892956770326554,0.043124009594939366,0.12917878030250704,0.5634615637694279,0.4746862562634071,0.6496566290397429,0.23853545023522518,0.15739949114846788,0.32665114575857584
2019,"Girls",12,"Oceania",NA,0.016608157700791985,0.00590705621266904,0.04013004827005665,0.10662918023289239,0.04638713675525475,0.19708239472335717,0.12323733793368438,0.06089227482973909,0.21194871907098012,0.07820393954622354,0.04111207615655141,0.13077361104146998,0.5590838927641044,0.4656482055339123,0.6519122265638397,0.23947482975598772,0.15350057031789505,0.3326132670471733
2020,"Girls",12,"Oceania",NA,0.016512939770341024,0.005615427626805601,0.04117631304411356,0.11100413782245239,0.04642133112494611,0.21041473847160186,0.1275170775927934,0.06132810528830083,0.22428152058251827,0.07751909770769086,0.03931619174920484,0.13243869888537232,0.5545895686682975,0.4562193588137984,0.654223929314785,0.24037425603121831,0.14956722111448031,0.33992104963453706
2021,"Girls",12,"Oceania",NA,0.016457202663682124,0.005320657031539451,0.04243678917937152,0.11544259708908321,0.04622407925251598,0.2224014069250947,0.13189979975276533,0.06103706634615847,0.23631505758862953,0.07691996032976114,0.037813177756840344,0.13499640271174837,0.5500159343599405,0.44523249815632193,0.6574940558604591,0.2411643055575331,0.14526490885238827,0.3472387145203284
2022,"Girls",12,"Oceania",NA,0.016434471054404282,0.004982980868950158,0.04338212014580337,0.11999071049743427,0.04652428738763172,0.23389048191400497,0.13642518155183855,0.06033181364998554,0.24937208041257,0.07636073226167904,0.035944700294067614,0.13703523432631967,0.5453208054313353,0.43484817716970553,0.6592374348987607,0.241893280755147,0.14062643088260124,0.354754606789616
1990,"Girls",12,"South Asia",NA,0.32916262963292053,0.29933815259485935,0.35842221683473213,0.0015214920873073854,8.137501569402657e-4,0.0025957978415289975,0.330684121720228,0.30109998695851137,0.36009523018483786,0.34964108566418345,0.3233556661790351,0.37682234170285084,0.3095433232633381,0.28610167892726307,0.3332024803963753,0.01013146935225046,0.007309669816041868,0.013689434383028507
1991,"Girls",12,"South Asia",NA,0.32747260013111673,0.2982527922215318,0.3561325463259262,0.0016308505014134148,9.012278036093027e-4,0.002713119556697029,0.3291034506325301,0.30013978727188356,0.35749098452963834,0.3483355559200667,0.3226582581877529,0.37509275034732525,0.3118250859799564,0.2890377741803061,0.33508549322819847,0.01073590746744684,0.007856623584319987,0.014330863037596918
1992,"Girls",12,"South Asia",NA,0.32572141259424453,0.29702663165477405,0.35372583141918346,0.0017584370689543575,0.0010030385047565355,0.0028654991573578035,0.32747984966319893,0.2986706312782795,0.35538632647430035,0.34693078584508685,0.3218148792005613,0.3730033450796,0.31417888317636755,0.2922053197808807,0.3368745960443394,0.011410481315346676,0.008479172336557811,0.015018910527819333
1993,"Girls",12,"South Asia",NA,0.3238703279466424,0.2959930374855318,0.35103504731747337,0.0019059517751748845,0.0011187383945900587,0.003046269199458598,0.32577627972181733,0.29796466709308617,0.35285360281443856,0.345401454132161,0.3208967416112943,0.37059173684105984,0.31665613700080913,0.2950768756436895,0.3388680924947135,0.012166129145212643,0.00915127186293084,0.015852413770260736
1994,"Girls",12,"South Asia",NA,0.32189092184711626,0.29495378911126785,0.3479749701189071,0.002077959705620464,0.0012451090183095664,0.0032509849576325576,0.32396888155273673,0.2968769544996096,0.35017763508343364,0.3436911385418439,0.3196454970600453,0.36804134137484723,0.31931706690276473,0.29827060460761373,0.34091718235132396,0.013022913002654585,0.009938291813044123,0.016810009403484507
1995,"Girls",12,"South Asia",NA,0.31972819028781657,0.29349460276209977,0.34535604038933276,0.0022789711497311327,0.0013909233516948651,0.003483542574538939,0.3220071614375477,0.29585664707929665,0.34773494705993746,0.3417365138730032,0.3184619839646934,0.36535653008169333,0.3222505851128434,0.3017393656196671,0.3431983213779214,0.014005739576605735,0.010789096447636835,0.017940101063088874
1996,"Girls",12,"South Asia",NA,0.3173956224723559,0.2919726473686729,0.3422999534355824,0.002513188423463541,0.0015793992257430501,0.0037867666686049882,0.31990881089581946,0.2944825320817329,0.344778458045781,0.33950944770685854,0.3168075432376224,0.362041025944414,0.3254457282103049,0.3052738764539194,0.3458596441862001,0.015136013187017114,0.011782581198944564,0.019250680823440502
1997,"Girls",12,"South Asia",NA,0.3148083691100942,0.29007182389422975,0.3390125215554146,0.0027890192254736825,0.001795030418107329,0.004096058344265227,0.31759738833556783,0.2928353378678804,0.3417185288242968,0.33694575467261545,0.3151902518369046,0.35948212210622393,0.3290046280039325,0.3093331934991392,0.3488912260259195,0.016452228987884128,0.012899292427051297,0.020641511315974515
1998,"Girls",12,"South Asia",NA,0.31191487712987304,0.28799207959911755,0.33524890162935267,0.0031162463213081385,0.0020519074496680124,0.0044805023767475255,0.31503112345118117,0.29104962960317415,0.33837435249113973,0.33400405386534904,0.3129612998986095,0.35599646374203947,0.3329723105906248,0.31391955005235583,0.3520008719440126,0.017992512092844994,0.014322435847153307,0.022388899533598138
1999,"Girls",12,"South Asia",NA,0.3087513032877716,0.28580744832702476,0.3313208202825359,0.003503947691593308,0.002381177747774635,0.004917794917416619,0.3122552509793649,0.28934793263341646,0.33497081656234917,0.3306635912036389,0.31042604454102146,0.3517067172375711,0.3373032720857221,0.3189605404506122,0.35564694102706906,0.019777885731274158,0.015967743336970854,0.024366431139521357
2000,"Girls",12,"South Asia",NA,0.3053626754007112,0.2829881735271182,0.3272239236994425,0.0039611277619846655,0.0027761825524151382,0.005460679962159359,0.3093238031626959,0.28719687514438286,0.33117036450646753,0.32695597741266175,0.30772528285246836,0.3470021244037759,0.34189850927020393,0.32407155078090516,0.35968430575162946,0.021821710154438425,0.017889466405695782,0.026462199738893008
2001,"Girls",12,"South Asia",NA,0.3017619444058197,0.28027639874685356,0.32294588309990696,0.0044983632219413455,0.0032535039364271277,0.0060621418923904715,0.3062603076277611,0.2848337489819801,0.32720929474878047,0.3229215718284035,0.304206190149427,0.34176918918831656,0.34667008263310595,0.32946212314963175,0.363550021917354,0.02414803791072953,0.02006404741147794,0.028884681804195386
2002,"Girls",12,"South Asia",NA,0.29792280072818716,0.27725676706780905,0.3185778118892204,0.005126088079611296,0.0038000650733966313,0.006793112026035558,0.30304888880779846,0.2825786503035752,0.3235145558188411,0.3185699145871738,0.3004661400394873,0.33670745978533384,0.3516118051611887,0.33536075787630787,0.3679108672695557,0.026769391443839094,0.022573818766341486,0.031560982334583924
2003,"Girls",12,"South Asia",NA,0.29400644666918413,0.2739303189899397,0.3137312083639998,0.005845524161885361,0.004445337833115963,0.0075990126795583805,0.2998519708310695,0.2798023051847027,0.3196133385015083,0.31398945275106027,0.2965573588032308,0.3313827079025023,0.3565232617890979,0.34082431219499093,0.3723570193069399,0.02963531462877238,0.0253440164209438,0.0345550850472069
2004,"Girls",12,"South Asia",NA,0.2901798084116554,0.2707983043559084,0.30881957539702065,0.006647397617134174,0.005159472112009114,0.008482652806703083,0.2968272060287896,0.2774853797684997,0.31550724497223914,0.3092680211880073,0.2931377678750428,0.3259270675775556,0.3612432571378454,0.3462886499623123,0.3764909175528966,0.032661515645357776,0.028300324355232907,0.037617269839909914
2005,"Girls",12,"South Asia",NA,0.28664402218448265,0.2682591362083767,0.3043537931523842,0.007514752743744582,0.005939639833606581,0.009435862693512924,0.29415877492822723,0.275957557434435,0.3118865257314412,0.3044983153831622,0.2891879696049029,0.320375497645002,0.36561606398359475,0.35110269676459605,0.3800125336475674,0.035726845705015865,0.03126068652254671,0.04075566432551429
2006,"Girls",12,"South Asia",NA,0.283550541983617,0.26620123394436224,0.3004121205605604,0.008429146618254996,0.006781770327830728,0.010450950604894881,0.291979688601872,0.2747598826014713,0.30927889736214786,0.2997435389575994,0.2849116894239384,0.3148903372440868,0.36951817352129235,0.35552764675161413,0.3834181370561866,0.03875859891923621,0.03420874038563541,0.043844919110848216
2007,"Girls",12,"South Asia",NA,0.2808446898644354,0.2641220444057374,0.2975715730746136,0.009403500887863155,0.007655969686662227,0.01146569085618996,0.2902481907522985,0.27369501384414535,0.30719517463033746,0.29496196800968266,0.280851058865438,0.30980541832966546,0.373054060197978,0.3595919199985811,0.38656399388176615,0.04173578104004092,0.03700778028289481,0.04706521764097237
2008,"Girls",12,"South Asia",NA,0.2784373450213097,0.2622721723325482,0.29461877520383223,0.010421268656814147,0.00858540754480093,0.01255799473982432,0.2888586136781238,0.27273332706156134,0.3051475081238318,0.2902206630772804,0.2767156833066651,0.3045568766689767,0.3763219297242586,0.36341242103938853,0.38943149995091353,0.04459879352033726,0.03970499264956934,0.05000976597401089
2009,"Girls",12,"South Asia",NA,0.276272590949466,0.2608812338144783,0.29205311017526536,0.01147129131803849,0.00953928195390876,0.013650879461513271,0.28774388226750447,0.27237303495701165,0.30342052164225736,0.28558894954379377,0.27268340320205137,0.2993444626757181,0.37936367437505536,0.3668911945839583,0.3920997810353279,0.04730349381364627,0.04238796519702044,0.052893396630676735
2010,"Girls",12,"South Asia",NA,0.2742544155552482,0.25950385332059644,0.28941558179045895,0.012558533619107894,0.010571412730637055,0.014867106978628702,0.2868129491743561,0.2722265642520281,0.3018516197191873,0.2811630463798577,0.2685089073689681,0.2942939983411003,0.3821591121788634,0.3700005496342098,0.3944418536397238,0.04986489226692284,0.04492252991066975,0.055555443606295656
2011,"Girls",12,"South Asia",NA,0.2723753681251215,0.2582729632551765,0.2868625714347182,0.01369387160551016,0.011628777780640538,0.01605310331117389,0.28606923973063164,0.27195980309143836,0.30059860746868877,0.27704804530986077,0.26523173143722517,0.28972527745015086,0.38458509018644227,0.37281395200331824,0.39676907443496146,0.052297624773065265,0.04738069937298453,0.05776573146941113
2012,"Girls",12,"South Asia",NA,0.27054843705209697,0.2567309186547885,0.28462961200386916,0.014891882574435428,0.012766580285609423,0.017299033401995668,0.28544031962653243,0.2715897325458139,0.2995060922227673,0.27322144987928076,0.2619352106847697,0.28545306122645603,0.3867033548966652,0.37514295546039894,0.39842087267402043,0.054634875597521664,0.04972288217352734,0.06003845961333246
2013,"Girls",12,"South Asia",NA,0.2687523911195808,0.2551198363959125,0.2828004927800806,0.016167720322281948,0.013918690011518835,0.018691517547507388,0.28492011144186274,0.27120991733501726,0.2989130888396794,0.2696848851995495,0.2585694231848402,0.2818230676337571,0.38848926380464294,0.37697067271105156,0.40008598364125475,0.05690573955394485,0.05199486766024701,0.06231064217850141
2014,"Girls",12,"South Asia",NA,0.2669298898129695,0.2527631028206738,0.28132702940680876,0.01753586760089054,0.015104847797067913,0.02023191827806715,0.28446575741386004,0.2702531576278112,0.29887127538993774,0.266523647426102,0.2551482365457124,0.27886844957561113,0.3899047635238761,0.37837741562456145,0.4015702452212129,0.05910583163616183,0.0540662515090458,0.06458472124204494
2015,"Girls",12,"South Asia",NA,0.26494700029024315,0.2501005471272036,0.27971163195516,0.019039088531207622,0.01637394382728606,0.0220101061353846,0.28398608882145077,0.26914936359122543,0.29881717435905997,0.26371883613757285,0.2517627238462051,0.27646363940301477,0.3910077376017953,0.3790763383408995,0.40321782771354897,0.06128733743918105,0.055913189665481665,0.06708923805541718
2016,"Girls",12,"South Asia",NA,0.2629461017693046,0.24689599560206987,0.2790861850538621,0.020701864713288148,0.017712143944453095,0.02402052851118395,0.2836479664825928,0.2673593323921328,0.2997618831839348,0.2611267961625303,0.248435060279051,0.27470963754292027,0.39175082813767714,0.3790752395661771,0.40446746258953553,0.06347440921719971,0.05757569589638232,0.06982206702810669
2017,"Girls",12,"South Asia",NA,0.2608846188770517,0.24335807109178634,0.2787840368313377,0.022568693390034766,0.0190675800944374,0.02651448256378942,0.2834533122670865,0.26600561320030397,0.3010122645053246,0.25860168328527966,0.24503080305941463,0.2731368213877307,0.3922418409149948,0.37848804556217513,0.40623220399434123,0.06570316353263903,0.059326144567894826,0.0727114839128921
2018,"Girls",12,"South Asia",NA,0.25871591037596725,0.23931234996256304,0.27856733752577995,0.024636722030735095,0.020506654902602756,0.029361409882892833,0.2833526324067024,0.26378256097576247,0.3031317800913957,0.256085237497547,0.24101060626316997,0.2721715029195821,0.3925818973128866,0.3770991613230995,0.4080134283467495,0.06798023278286408,0.060653619340701154,0.07576602757747555
2019,"Girls",12,"South Asia",NA,0.2563791543762506,0.2345009130374251,0.2784767375436571,0.026924615454379755,0.021953550413570066,0.032673696225587336,0.2833037698306303,0.26114588706687947,0.30530433283644287,0.2535889486034935,0.2367852258427435,0.2713293713708218,0.3928041124799085,0.37544516456801474,0.41018009742609157,0.07030316908596768,0.06180961546523713,0.07925837646884537
2020,"Girls",12,"South Asia",NA,0.25386993295834576,0.22912539127986928,0.2790653819295266,0.029439686138477222,0.02332769039319577,0.03668901984672917,0.28330961909682295,0.258448026753214,0.3087568321722862,0.25105181278988975,0.2317307385925741,0.2712337948084396,0.39294067925930565,0.3730539503978805,0.41316981424615035,0.07269788885398162,0.06268491769243327,0.08328168266379804
2021,"Girls",12,"South Asia",NA,0.2512401979028445,0.22280459633646088,0.27997795929996155,0.03218930170246939,0.024644131031967487,0.04107550790520523,0.2834294996053139,0.2552214574285333,0.3117038694295853,0.24847088191672065,0.22644691407501916,0.2715218319165406,0.3929140745718668,0.3703814317970966,0.4161626883807687,0.07518554390609869,0.06346329739266539,0.08793324706070907
2022,"Girls",12,"South Asia",NA,0.24843992339749363,0.2163920762733521,0.280681027143927,0.03519295090305001,0.026004644492670228,0.04611523211869112,0.2836328743005436,0.25130106171439437,0.3160085617751279,0.24583870688404602,0.22112376409228982,0.2718663501206395,0.3927470847009023,0.36664901971132424,0.41961243024258216,0.077781334114508,0.06401150289242442,0.09285241728040199
1990,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09844738264371532,0.08816130090897899,0.1095832564278389,0.007636378206763999,0.006243834504532599,0.009258959099031955,0.10608376085047935,0.09572271748639154,0.11736111686226869,0.23950381660112632,0.2273700120153717,0.2520829265791503,0.6059754995538721,0.5931592966996055,0.6191949454378682,0.04843692299452213,0.04333693875390429,0.05396526486771982
1991,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09882506918674139,0.0890647539881937,0.10934892503348821,0.008344966019154378,0.0069091812384831945,0.010000897813585303,0.10717003520589577,0.09716305886600322,0.11776743232136538,0.23931326516460158,0.2278282555513532,0.2512230381259438,0.6027546858832151,0.5902546815803372,0.6153177028948703,0.0507620137462876,0.04574832113532693,0.056283330943531745
1992,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09912025474631476,0.08978711307701234,0.1091941995093992,0.009041637805311196,0.007571389253859576,0.010734381638239796,0.10816189255162598,0.0986828645722432,0.1182585234650068,0.2390111327356649,0.22813031296882041,0.2502843959263808,0.5999012107867103,0.5882028589989793,0.6118142623310193,0.05292576392599876,0.04800126538644602,0.058305406552486214
1993,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09933885851350845,0.09021460615611891,0.10871926461648967,0.00970719732395083,0.008195290484788145,0.011444774560871653,0.10904605583745926,0.09987241998955247,0.1186256383092706,0.23855593691010593,0.2280636960186026,0.24950882119547013,0.5974404391518469,0.5861170500562568,0.6085786024425595,0.0549575681005879,0.050016876720478554,0.0602104797343911
1994,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09948362043692499,0.09060791829308672,0.10852475315996664,0.010343960098715119,0.008786617257918985,0.012107185993307755,0.10982758053564012,0.10092949506568415,0.11898172320725056,0.2379351004030134,0.22768172249756163,0.24864076586290296,0.5953563892636963,0.5844257826988818,0.6061905871190023,0.056880929797650207,0.0519478665498898,0.06214336920696228
1995,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09952478619405519,0.09086673396095456,0.1084401423897533,0.010974432996383272,0.009363583519207849,0.012796641092995229,0.11049921919043848,0.1017731320434335,0.11945644656269154,0.23713490777916058,0.22728998932362288,0.24766480322725548,0.593614867911628,0.5826944677463829,0.6042013312841009,0.058751005118772966,0.053869224332628196,0.06406329842719606
1996,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09939131404914202,0.09086184644103504,0.10810709283863298,0.01161242479700118,0.009952610884005517,0.013496841585870369,0.1110037388461432,0.10233694231891971,0.1198559075159662,0.23609860610199665,0.22635846428602618,0.24658942548440024,0.5922814146532368,0.5815451241147741,0.6029083442146768,0.060616240398623324,0.05565325941473532,0.06615850065349502
1997,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09919885368039034,0.09062497167307332,0.10784475840512112,0.012285094990261617,0.010547002541933,0.01425480981834529,0.11148394867065195,0.1028030606174404,0.12028745255619261,0.2348816949678162,0.22528155555602558,0.24508986202623576,0.5910649305479208,0.5803249234281748,0.6016280274186725,0.06256942581361112,0.057411410171367125,0.06813933850564807
1998,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09898591520848984,0.09059431770306413,0.10753224472183573,0.013009098677952313,0.011204001511580028,0.01506476244588164,0.11199501388644215,0.10344492509101316,0.1205927238215271,0.2334862504963783,0.22351342354886244,0.24357198945375294,0.5898896958347053,0.5791252588570155,0.6001674464198382,0.06462903978247427,0.05931740982138458,0.07030821689883363
1999,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09880129972062121,0.09047970866694484,0.10715292891638152,0.013819099119334165,0.01189393986632616,0.01595068687816334,0.1126203988399554,0.10416817168885255,0.12125798475277255,0.2319618483517818,0.2219432274231654,0.2419344756026307,0.5885455053564763,0.5778366876327046,0.5990032566755866,0.06687224745178659,0.06148147130672625,0.07277771915087508
2000,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.0986892034343096,0.09059461351416515,0.10698059505046692,0.014747739678594902,0.012756369257091277,0.016963959325214537,0.11343694311290452,0.10500708199481049,0.12200181374013655,0.23039617485817016,0.22064160312053344,0.24000695519059184,0.5867956311226105,0.5761057521815776,0.5970593157169449,0.06937125090631477,0.06389607114530989,0.07529205126883891
2001,"Girls",12,"Southeast Asia, east Asia and the Pacific",NA,0.09866026903508546,0.09083043962250599,0.10681745956488321,0.015821019185656714,0.013715977220436966,0.018180390368389282,0.11448128822074218,0.10617321972280523,0.12283080785305939,0.22890349940897875,0.21934170024859959,0.23830889778672615,0.5844686604449463,0.5739632574995496,0.5946673754894222,0.07214655192533286,0.06664308435107613,0.07802027780330148
