"Year","Sex","Age group","Country/Region/World","ISO","Prevalence of BMI < -2SD (thinness)","Prevalence of BMI < -2SD (thinness) lower 95% uncertainty interval","Prevalence of BMI < -2SD (thinness) upper 95% uncertainty interval","Prevalence of BMI > 2SD (obesity)","Prevalence of BMI > 2SD (obesity) lower 95% uncertainty interval","Prevalence of BMI > 2SD (obesity) upper 95% uncertainty interval","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity)","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity) lower 95% uncertainty interval","Combined prevalence of BMI < -2SD and BMI > 2SD (double burden of thinness and obesity) upper 95% uncertainty interval","Prevalence of -2SD ≤ BMI < -1SD","Prevalence of -2SD ≤ BMI < -1SD lower 95% uncertainty interval","Prevalence of -2SD ≤ BMI < -1SD upper 95% uncertainty interval","Prevalence of -1SD ≤ BMI ≤ 1SD","Prevalence of -1SD ≤ BMI ≤ 1SD lower 95% uncertainty interval","Prevalence of -1SD ≤ BMI ≤ 1SD upper 95% uncertainty interval","Prevalence of 1SD < BMI ≤ 2SD","Prevalence of 1SD < BMI ≤ 2SD lower 95% uncertainty interval","Prevalence of 1SD < BMI ≤ 2SD upper 95% uncertainty interval"
2009,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05371946096968732,0.04252670045245747,0.06772289596091087,0.12330217447658817,0.09934295016748435,0.15050745903833962,0.1770216354462755,0.15092491642335454,0.20610750855950483,0.12775554895577584,0.10840090264348003,0.14914118414552213,0.5423001900963391,0.5109306661184793,0.5724791555349091,0.15292262550160954,0.1295986847266014,0.1779463055023238
2010,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.053724277673252496,0.042666305223727885,0.0676692847376456,0.12642810922308798,0.10200975137470031,0.1537514163368892,0.18015238689634047,0.1540421046568996,0.20904524552414272,0.12687320201610935,0.1074373471174948,0.14815909746318937,0.537891945287403,0.5068681328522245,0.5680481455743827,0.15508246580014706,0.13181650780643478,0.18036097437598145
2011,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05344151206283754,0.042497332181021016,0.06708998257559459,0.12979977292687006,0.10516530057646616,0.15721125701014707,0.18324128498970757,0.15696158784300174,0.2119658573325427,0.12591399462941183,0.10669679456502404,0.14684727272291198,0.5335597412058178,0.5025124491714154,0.5639510988628175,0.1572849791750628,0.1340487432712935,0.1825721610158194
2012,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.053054942991173866,0.042259070860291986,0.0665527252426584,0.13312558451023096,0.10835732684168424,0.16071833505313887,0.18618052750140482,0.1598934115538457,0.2147043333870864,0.12519769278745654,0.10632136974844682,0.1460671763110119,0.5293191626866306,0.4982375495396816,0.5595467813553913,0.15930261702450807,0.1361110273186698,0.18481900482187172
2013,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05258517036929893,0.04184105495060642,0.06611859772466927,0.13650286675848358,0.11141448842187476,0.16451850466500062,0.18908803712778252,0.16294042012794102,0.2177847361060378,0.12466192174340553,0.10596223208753136,0.14548698204475663,0.5250205660442059,0.49411795006912856,0.5551592968080374,0.16122947508460594,0.13786941932772107,0.1867227503195682
2014,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05206415664434274,0.04114638617226189,0.06593737298641411,0.140174648783249,0.11490872248356246,0.16862974768846561,0.19223880542759172,0.1653831422924487,0.2212298464497344,0.12419634663493487,0.10531503030526825,0.14485322508086224,0.5203690852649104,0.4897625150711719,0.5504275477411911,0.16319576267256306,0.13979397626890872,0.18856628285156002
2015,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05152994723830418,0.04052638269545491,0.0653674300987085,0.14427361185348173,0.11852024214231047,0.17299749086505936,0.1958035590917859,0.16841932673137655,0.22521716877608092,0.12377464656180157,0.10510497667339276,0.1446949490959357,0.5151400628586301,0.48450634848115365,0.5453654127617563,0.1652817314877825,0.1416726197098515,0.19050765298873804
2016,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05104951370758824,0.039842926107689275,0.06522063028520901,0.14879415005628002,0.12231369213791247,0.17799085842767826,0.19984366376386828,0.17175480747496266,0.23021667478652208,0.12337775896896948,0.10438498728425967,0.14459675236420938,0.5091616875738256,0.477773752997977,0.5398683692692721,0.1676168896933367,0.14316554383815616,0.1935497274239104
2017,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.05052200196960507,0.03897341319119436,0.0653474413710768,0.1538351465225982,0.126023326196888,0.1845809062759292,0.20435714849220324,0.17537979279988136,0.2358356780297384,0.12288467253096513,0.10331582193141657,0.14454509475697816,0.5025260282334415,0.47090832843987235,0.5339414444703643,0.17023215074339013,0.14528055520018895,0.1968246776247282
2018,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.049957254937908493,0.038026745720111325,0.06531523593859975,0.15925699333396875,0.12974477106840437,0.19137822069210508,0.20921424827187723,0.17886315726564012,0.24252864124648676,0.12238749833665373,0.10214381853243569,0.1448445525897626,0.4953979644996522,0.4633095170523061,0.5280387478577719,0.17300028889181676,0.14656525141027768,0.2012017424539784
2019,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.0494472385136239,0.03697796075890077,0.06558888447605764,0.1648452503332177,0.1329479042039706,0.19935287464463056,0.2142924888468416,0.18181863745825125,0.2494187057826327,0.12198103922352833,0.10066947482816452,0.14552635530455205,0.48796074485074037,0.4548398020382389,0.5222244096314334,0.17576572707888968,0.14769100587127706,0.20546841516799602
2020,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.04906571362994279,0.03573566921808218,0.06589173764280751,0.1703227672218852,0.13563130362523035,0.207769634151869,0.21938848085182797,0.18446211668635148,0.2572159190183246,0.1217382125206987,0.09929547209933802,0.14660996126156106,0.4804200159080105,0.4450850641584225,0.51669247422075,0.17845329071946284,0.148529090981852,0.21015953285927072
2021,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.04884463340453185,0.03472660991209026,0.06714428816664955,0.17570508504816426,0.13805133848804232,0.21588839749713068,0.2245497184526961,0.18639439056548987,0.2645967679315046,0.12166326668176829,0.09770389510255276,0.14823121696834535,0.4727696015890865,0.4349895830002901,0.5111028333974059,0.1810174132764491,0.14904258559400338,0.21474679473755298
2022,"Boys",5,"Central Asia, Middle East and north Africa",NA,0.04879362869710022,0.0335643197292786,0.06861013205592001,0.1809198367876235,0.1395767300504941,0.22394547254130703,0.2297134654847237,0.18862769614641567,0.27300944639922525,0.12168071337978771,0.09587913121502116,0.15016544775820448,0.4651455883882618,0.42513021386123784,0.5064883913099945,0.18346023274722678,0.14873633150353618,0.21993036642460273
1990,"Boys",5,"High-income western",NA,0.00842768168862224,0.006508182762138658,0.01082116433500118,0.052904817140843635,0.04447478124410084,0.06259333805613407,0.06133249882946588,0.05277682087516174,0.07120772414067557,0.07329337965192918,0.06579318468404348,0.08179836178708313,0.7012061251275984,0.6857200933397302,0.7165738607883786,0.16416799639100657,0.15075204968993597,0.1783830723510909
1991,"Boys",5,"High-income western",NA,0.008511089456437474,0.006590898771942678,0.010896023736787315,0.05602460173036726,0.04764007296543785,0.06560196853036719,0.06453569118680473,0.05599579102208821,0.074294320574389,0.0722935833275643,0.06509528134724592,0.08052569886594667,0.6961825422116754,0.6811210693689402,0.711030096598389,0.16698818327395556,0.153735522162551,0.1809671516776751
1992,"Boys",5,"High-income western",NA,0.008601661320299422,0.006696874638148812,0.010952673443242491,0.059301364789719285,0.050804522129326124,0.06876489516867217,0.06790302611001871,0.05939310010166375,0.07748409594911489,0.07138364555792517,0.06436889386284052,0.07947317738993878,0.690951030326907,0.6762186757699475,0.7055752580754945,0.1697622980051492,0.15675642300123752,0.18351430959488796
1993,"Boys",5,"High-income western",NA,0.008695500507562307,0.006810849823203366,0.010944806565376304,0.06274348493836417,0.05413749061833971,0.07216267543537142,0.07143898544592647,0.06281989219246947,0.08096092898708418,0.07054148629761342,0.0636850371099277,0.07833163384792984,0.6855309490112114,0.6712211732933633,0.69963622433334,0.17248857924524863,0.15990568113576148,0.18566398484339122
1994,"Boys",5,"High-income western",NA,0.008787832350948037,0.0069102988792030424,0.011029917019482917,0.06633015578094087,0.05768939976784628,0.07571153958176656,0.0751179881318889,0.0664192158987448,0.08461829698533258,0.06975860694561649,0.06300279102805631,0.07734336631298191,0.6799962899271851,0.6661536970002215,0.693655213412198,0.17512711499530956,0.16263056720524374,0.1879848539730781
1995,"Boys",5,"High-income western",NA,0.008871788225170667,0.007032878737290988,0.011074805117976956,0.07006529180387572,0.06141226191141272,0.07929317638214581,0.07893708002904638,0.07012242327711976,0.08845214971256941,0.06901106464264109,0.0625539817574727,0.07624353101822143,0.6743968841244403,0.6608862164199469,0.687715913711528,0.17765497120387225,0.16549500505882228,0.19011413791266782
1996,"Boys",5,"High-income western",NA,0.008937979001712174,0.0071382124847617105,0.01105908427941804,0.07401910702910422,0.0654581686843397,0.08322509296209772,0.08295708603081639,0.07434385529965899,0.0923397128680838,0.06821016912335193,0.062072329373535816,0.07525466998891388,0.6686650477718803,0.655389387795417,0.6814939463428125,0.18016769707395144,0.16823469233133392,0.19230909999612827
1997,"Boys",5,"High-income western",NA,0.00897066359853285,0.007226197078352842,0.011026463769991869,0.07817877192429293,0.0696931707729797,0.08731500013091824,0.08714943552282578,0.07870398438261386,0.09635466497198072,0.06733502606867446,0.06131208438660087,0.07399183688174948,0.662835414061367,0.6499387094668431,0.6751616469194341,0.18268012434713266,0.1711918095505484,0.1944739522058688
1998,"Boys",5,"High-income western",NA,0.008967582929337478,0.007252744187408483,0.010958235251799947,0.0824649750424758,0.07417920484969541,0.09122617174067474,0.0914325579718133,0.08310959610684744,0.10031644621135721,0.06640696471523835,0.06054879727146752,0.07286622512855918,0.656977699112299,0.6445981423264411,0.6690623432969712,0.18518277820064935,0.1740956418364505,0.19660473990389618
1999,"Boys",5,"High-income western",NA,0.008931141762164337,0.007267714635703337,0.010861017430966813,0.08674436264001441,0.0784723359831846,0.09531658123735856,0.09567550440217873,0.08740953265385473,0.10442061916257864,0.06548560563979072,0.0598921299547551,0.07163574996071062,0.6512483599802895,0.6393714105868462,0.6628088657875324,0.1875905299777408,0.17693251429847423,0.19860229304238747
2000,"Boys",5,"High-income western",NA,0.008854008110227962,0.007231723956297829,0.0107046063261932,0.09087503520139428,0.08284088939026205,0.09947912565023279,0.09972904331162225,0.09158024078806762,0.10859922648633798,0.06460690731998608,0.059252284197395616,0.07055618299757963,0.6458301883812552,0.6342367248577295,0.6571125093583167,0.1898338609871365,0.17921877324790905,0.2003544914648609
2001,"Boys",5,"High-income western",NA,0.008738000456806838,0.007170764493114487,0.010501917333902462,0.09486211082377853,0.0867545410051016,0.10357502348686821,0.10360011128058537,0.09542127671176154,0.11244667841195191,0.06380919607016643,0.05860003823514419,0.06958658859639032,0.6407662702904205,0.62935682763397,0.6517773294364272,0.19182442235882757,0.1814066276809804,0.20215100175395992
2002,"Boys",5,"High-income western",NA,0.00860832794148467,0.007081148307695148,0.010327907209843753,0.0984480624036659,0.09041613770487292,0.10712727838686358,0.10705639034515055,0.0989417064598288,0.11570752323510156,0.0632140403922039,0.05816026829175731,0.06873603020895484,0.6363309036911319,0.6250604785398547,0.647087887609617,0.19339866557151378,0.1832400845250727,0.20371064193917818
2003,"Boys",5,"High-income western",NA,0.008489052448231194,0.0070111439721051725,0.010142326169941221,0.10147654138590073,0.09337957293542075,0.1100005967222871,0.10996559383413192,0.10175677203871754,0.11863425151630669,0.0628592247961519,0.05788222270951302,0.0682507516382263,0.632612613167101,0.6216266383057085,0.6433190254956311,0.19456256820261525,0.1846091212556496,0.20470008169363166
2004,"Boys",5,"High-income western",NA,0.008394321993323527,0.0069395397453428055,0.01002368146655091,0.10395363762713215,0.09559153184340705,0.11248706281446016,0.11234795962045567,0.10405677309757991,0.12089734258918874,0.06271135421325788,0.05784896790441337,0.06803871279929442,0.6296102575371935,0.618691406286563,0.6401536150016518,0.19533042862909292,0.18546335374608783,0.2053648388741757
2005,"Boys",5,"High-income western",NA,0.00832984677650352,0.006905977897311479,0.00991994651229487,0.10595139202449308,0.09763988638201633,0.11431527376776518,0.11428123880099662,0.10597811186720317,0.12279210429559781,0.0627010369587885,0.057928491911237286,0.06791810156682139,0.6272836330653178,0.6164427176300203,0.6377595578844714,0.19573409117489723,0.18592253028415084,0.20549202093676272
2006,"Boys",5,"High-income western",NA,0.008284931629778952,0.0068971620647387015,0.009825156745084836,0.107682285377444,0.09959621623131319,0.11593707951543958,0.11596721700722293,0.10786038915037506,0.12434526347904776,0.06271000787678677,0.05797909257017514,0.06777904044194022,0.6253183171373037,0.6146035414339692,0.6356012996261156,0.19600445797868674,0.186302133912555,0.20558527974273727
2007,"Boys",5,"High-income western",NA,0.008276821342315643,0.006916891578904882,0.009796060955529068,0.10909503523907177,0.10108684059584623,0.11717477921957109,0.11737185658138742,0.10941209112913292,0.12567173899174708,0.0627953271341983,0.05811446005472034,0.06780008049223085,0.6237462554335114,0.6131442544785378,0.6341385667922572,0.19608656085090298,0.18659495607249435,0.20554878959860498
2008,"Boys",5,"High-income western",NA,0.008318485911141515,0.006937261859359788,0.009840678399162023,0.1100682446663674,0.10217975311826522,0.1179520103617228,0.1183867305775089,0.1105538369771068,0.12640834610895108,0.0630407324546885,0.05835738457434962,0.06804784392435813,0.6226011920345982,0.6122743607365603,0.6326762559984646,0.19597134493320437,0.1865815081675401,0.20503069168538668
2009,"Boys",5,"High-income western",NA,0.00840611871694308,0.007035018372923378,0.009954158613789973,0.11053385877319702,0.1028264694501104,0.11839595361946957,0.11893997749014011,0.11113102379246294,0.12680218282917194,0.06349410523773137,0.058872436481410675,0.06844497562532337,0.6218923717477852,0.6117332940653575,0.6318857818949475,0.19567354552434316,0.18641189203241804,0.20472770825822384
2010,"Boys",5,"High-income western",NA,0.0085428315559864,0.007152516856074631,0.0101096825795828,0.11050829825562483,0.10307755784388163,0.11822570192070386,0.11905112981161123,0.11148754802289035,0.126842437403492,0.06419265878586106,0.0595182811259063,0.0690625628200492,0.6215765075730652,0.6115262719195317,0.6315213759923928,0.1951797038294627,0.18623724465245836,0.2041932971250306
2011,"Boys",5,"High-income western",NA,0.008731596159607202,0.0073305465514397474,0.010325557407232837,0.11003996659068108,0.10270902418585423,0.11783329689568658,0.11877156275028829,0.1113039494687528,0.1265472192742818,0.06519030719541459,0.060455921915082825,0.07013334376168616,0.6215787104915519,0.6115504221419842,0.631264063074831,0.1944594195627452,0.1855875170776158,0.20347338128800654
2012,"Boys",5,"High-income western",NA,0.008962007981902827,0.007539095103922495,0.010635083435575423,0.1094249313923536,0.10202319567347848,0.11727466985867768,0.11838693937425643,0.11103939091477058,0.1261731852170812,0.06644028056994856,0.06163169425133554,0.07147006389113224,0.6216102888222078,0.6115354697479602,0.6312663414717856,0.19356249123358724,0.1847398762022048,0.2024295862488794
2013,"Boys",5,"High-income western",NA,0.009224305462042837,0.007753573043393465,0.010929611763027569,0.10884749368676055,0.1012467610363907,0.11681285811689668,0.1180717991488034,0.11041353544599491,0.12622196358232357,0.06787716348781922,0.06292020801638945,0.07313536346154989,0.6214800969288964,0.6111458728681198,0.631442369111236,0.19257094043448095,0.18363504701420916,0.20147411867283818
2014,"Boys",5,"High-income western",NA,0.009508351177415688,0.00797371048667034,0.011291459064750218,0.10833380405956898,0.10056683491508482,0.11635603806018455,0.11784215523698467,0.1100377276145553,0.12611527823694996,0.06942796554506372,0.06434479957250844,0.07489854202426117,0.6211812336555435,0.6107958920120534,0.6314404443420728,0.19154864556240814,0.18247540286958583,0.20053872790018562
2015,"Boys",5,"High-income western",NA,0.009802330596817255,0.008191476155862703,0.01165878854527367,0.10788450538086938,0.09987606866852222,0.11627488804177516,0.11768683597768663,0.1096330766563976,0.12626964175977373,0.07106130189683511,0.06575768442465212,0.07674315479090037,0.6207184308853771,0.6098187407918766,0.6313128569567704,0.19053343124010128,0.18105927420100187,0.20002742770005294
2016,"Boys",5,"High-income western",NA,0.010092535669506403,0.008395170257228256,0.012032872666837701,0.10752616285267394,0.09900860652865939,0.11632860297550522,0.11761869852218033,0.10891853110986767,0.1267169906290079,0.07275227410065865,0.06720987269531607,0.07887208907168397,0.6201326239795615,0.6086512379879937,0.6315498786490162,0.18949640339759954,0.1793925260532679,0.19952324158458695
2017,"Boys",5,"High-income western",NA,0.010378974379444371,0.008547025968007363,0.012472522743972545,0.1072209297098699,0.09765072227016036,0.11706655469465341,0.11759990408931427,0.10779741985382744,0.12768291062998482,0.07437415864173055,0.06841424281638141,0.080894183950765,0.6195891423684708,0.60728376420785,0.6321850835935121,0.18843679490048434,0.17756590000270098,0.19939069018870031
2018,"Boys",5,"High-income western",NA,0.010674737601657212,0.008672363549907884,0.012991674357583909,0.10698035675036839,0.09608780272704533,0.11835804657237063,0.11765509435202562,0.1065056431232569,0.12909263325401168,0.07597858175868973,0.06927860430498275,0.08318664779665796,0.6190139635441887,0.605129330069827,0.633109027421376,0.18735236034509606,0.17514200857019685,0.19947689664686188
2019,"Boys",5,"High-income western",NA,0.010993506435535634,0.00873478352653611,0.013614029487373152,0.1068236061816998,0.09419573399378882,0.12032655176501059,0.11781711261723543,0.10497259744253595,0.13140638564298684,0.07760051320010677,0.07003457625185067,0.08568917725627802,0.6183113998681806,0.6025365329270946,0.6344719337030206,0.18627097431447714,0.17228740680989735,0.20040727048000512
2020,"Boys",5,"High-income western",NA,0.011345443542021836,0.008781641477917674,0.01434505841527253,0.10674833973192037,0.09189606307026692,0.12260688623584474,0.1180937832739422,0.10297160044574376,0.13432868740457254,0.0792472692466921,0.07049227914390589,0.08858533125377238,0.6174604412717614,0.5990731885324505,0.6360196404602858,0.1851985062076042,0.16893187908405335,0.20185493810490768
2021,"Boys",5,"High-income western",NA,0.011730334025248347,0.008811077633908012,0.01523333492199957,0.10683303345826502,0.08905813894341706,0.126085411141937,0.11856336748351337,0.10096500184378292,0.13780161768702437,0.08089994648335211,0.0707820300412907,0.09182301158644479,0.6163791735730649,0.5949365505334903,0.6378579690423644,0.1841575124600697,0.16548334750373292,0.20382652999330905
2022,"Boys",5,"High-income western",NA,0.012142148292357933,0.008744923981700637,0.016239160749916288,0.10704066939870062,0.08633312586838486,0.13014801090294192,0.11918281769105855,0.09839988256057217,0.1421210784717799,0.08259020081266494,0.07081518347838352,0.09517669825960061,0.6150617976111593,0.5904738949128057,0.6400685495551722,0.18316518388511724,0.16150324822563505,0.20590042320466193
1990,"Boys",5,"Latin America and Caribbean",NA,0.0377338027316837,0.02701071733118753,0.05106676576117371,0.04668256128581955,0.033713856497878544,0.06273280421703208,0.08441636401750324,0.06700971753518148,0.10379141525906517,0.11597265268714357,0.09629006159858354,0.13788219885178726,0.686071060642875,0.6569734049294137,0.7150925250092928,0.11353992265247827,0.09106139089057547,0.13851836918842947
1991,"Boys",5,"Latin America and Caribbean",NA,0.037219994045928934,0.02727109493290685,0.04926119148932805,0.04997266034725696,0.03726413829242181,0.06565861720816786,0.08719265439318588,0.07065964619381766,0.10594475754411642,0.11441519136708217,0.09606044023221523,0.1349627372505601,0.6804495728270176,0.6531180253130846,0.7080987385621725,0.11794258141271437,0.09657048634563256,0.1412093138245948
1992,"Boys",5,"Latin America and Caribbean",NA,0.03666439599059658,0.027326556635603225,0.04786216987465285,0.05338678904910461,0.040843064307985726,0.0684573963356439,0.09005118503970118,0.0739817406049015,0.10805299083738117,0.11275637570239938,0.09548745415902218,0.13181043328759823,0.6748228977632652,0.6485322542457301,0.7010947637771696,0.12236954149463417,0.10187002946220183,0.14451443197414934
1993,"Boys",5,"Latin America and Caribbean",NA,0.036059475506132734,0.02738140722440142,0.04644877945847156,0.05686935239650442,0.044251127393200626,0.07178316699452679,0.09292882790263715,0.07731214933506814,0.11027076287736216,0.11102168808318975,0.09474654654178577,0.1288499146209122,0.669256665358114,0.6441034032330131,0.6943999587910823,0.12679281865605907,0.107275041366439,0.14780620825890659
1994,"Boys",5,"Latin America and Caribbean",NA,0.03540480566956872,0.027284876728883405,0.04526262558857315,0.06041784255641127,0.047967606240084226,0.07492323600801426,0.09582264822598,0.08062625394646265,0.11265209942041932,0.10925400870774553,0.09376852804782987,0.12626267303946176,0.6637568528130877,0.6396781236622815,0.6876914261454501,0.13116649025318655,0.11265038097307216,0.15096185425815897
1995,"Boys",5,"Latin America and Caribbean",NA,0.034715728622374833,0.027168207367193737,0.04385040083944895,0.06405688561784535,0.051587072596755365,0.07852896519396389,0.09877261424022019,0.08413510369865154,0.11521503173226762,0.10751160201571133,0.09270482943532415,0.12339038745853417,0.6582683111535792,0.6354087978825879,0.6810332176774871,0.1354474725904893,0.11759957070644182,0.15434631055245007
1996,"Boys",5,"Latin America and Caribbean",NA,0.03399139438615925,0.02693767396720204,0.04267452417387001,0.06778521242257617,0.05543006345777571,0.08196939287504636,0.10177660680873542,0.08747180222822239,0.11725765565393244,0.10581775662305691,0.09199702808222389,0.12075552754998677,0.6528156328907313,0.6311316809792851,0.6744358099259021,0.13959000367747643,0.12262575718330668,0.15766045998019906
1997,"Boys",5,"Latin America and Caribbean",NA,0.03321656904751277,0.026459172258054057,0.041384818288596935,0.07152872104172141,0.05936730467930644,0.08536431945469455,0.1047452900892342,0.09078512570392248,0.1197312692385664,0.10407363369716278,0.09094991109385915,0.1180590983291753,0.6475496999200491,0.6267911352270387,0.6685263444068316,0.14363137629355388,0.12743154495324854,0.16072636089907913
1998,"Boys",5,"Latin America and Caribbean",NA,0.03239312916565524,0.026098765052524356,0.040128261320440534,0.07528222799391458,0.0633229378080657,0.08875207884451818,0.10767535715956983,0.09439309597457496,0.12226439342278175,0.10227196581025516,0.08986911233750947,0.11556916708495614,0.6424504483137471,0.6227445185319197,0.6623613553652595,0.1476022287164279,0.13219488241468305,0.1636722599108242
1999,"Boys",5,"Latin America and Caribbean",NA,0.03152861629110679,0.025590263175494607,0.03880050994280214,0.07910126456970268,0.0673912879264936,0.09216872972008568,0.11062988086080945,0.09762347934730599,0.1247249212275276,0.10040766458615198,0.08858517031439257,0.11297494284213876,0.6374489025166548,0.6187822996268199,0.656383097874414,0.15151355203638375,0.1368727153633496,0.16668745251913544
2000,"Boys",5,"Latin America and Caribbean",NA,0.03061791379696187,0.025049767791894505,0.0374642562880941,0.0830679510925377,0.0717252893619984,0.09593600073814627,0.11368586488949957,0.1012013299650132,0.12737040854992243,0.09847383745174217,0.08701072443345512,0.11057278936447547,0.6324259996822434,0.6148240912254269,0.6505073653855489,0.15541429797651488,0.14126040622905137,0.17009292461398887
2001,"Boys",5,"Latin America and Caribbean",NA,0.029656226452125657,0.024395360770208582,0.0360843625887175,0.08721244733979044,0.07601348714205765,0.10004278740864861,0.11686867379191611,0.10474945046353308,0.13039577196107024,0.09649309782637458,0.0855420823098905,0.10825879163826188,0.6273212566485734,0.6105629981358849,0.644479967253979,0.15931697173313586,0.14556005912942935,0.17348650306371438
2002,"Boys",5,"Latin America and Caribbean",NA,0.02868265819913056,0.02367807059292103,0.03471310174565599,0.09164270298930394,0.08049145375755297,0.10416325537721648,0.1203253611884345,0.10861806340062725,0.1335509503173996,0.0944873407821225,0.08388301430361284,0.10594209363849869,0.6220296141435473,0.6056082351451361,0.6384723085848403,0.16315768388589563,0.149893462756834,0.17705936750847096
2003,"Boys",5,"Latin America and Caribbean",NA,0.02773513146740771,0.022963908113898014,0.03355567494289823,0.09639448722502063,0.08510340095101339,0.10895519006191048,0.12412961869242833,0.1125315701586969,0.13717421954237616,0.09248716529846063,0.08221279413963563,0.10369409292712818,0.616512244390301,0.6001462174279623,0.6323759929862502,0.1668709716188101,0.15374441652202273,0.18031991278066647
2004,"Boys",5,"Latin America and Caribbean",NA,0.026796943750300072,0.0222216184181861,0.0324242322591549,0.10149592622746657,0.09017308741175642,0.11385562088120733,0.12829286997776665,0.1166199267093768,0.14124662467081903,0.09044984303879412,0.08068417358989935,0.10139321423668773,0.610809796203893,0.5948768395779319,0.6264412607190784,0.1704474907795463,0.15773977558816693,0.18337891368439385
2005,"Boys",5,"Latin America and Caribbean",NA,0.025844477067306935,0.02149330026193033,0.03133736947654403,0.10681669189220963,0.09535431399211909,0.11929879568427633,0.13266116895951657,0.12098878651845282,0.1455588591436758,0.08833487164011707,0.07884824663629918,0.09910588995161163,0.6050802067232962,0.5893026630339088,0.6204566404086564,0.1739237526770701,0.1615292953463908,0.18680021321801937
2006,"Boys",5,"Latin America and Caribbean",NA,0.02490907856013494,0.020720351471529733,0.030239360338131266,0.11222721841602339,0.10066496103487708,0.12490148937719643,0.1371362969761583,0.12535522608830435,0.1502157894294305,0.08616602113220045,0.07706083893221073,0.09668841388511236,0.5993675046414667,0.5835953635169918,0.6145486509697624,0.17733017725017455,0.16494302385456275,0.19017266184074968
2007,"Boys",5,"Latin America and Caribbean",NA,0.024034487751392705,0.01997938481464391,0.029293661869687054,0.11761603436550822,0.1060341191518864,0.13035598874714963,0.1416505221169009,0.12966018263574752,0.15474268726764498,0.08405576496667228,0.0750727826549115,0.09448597786509447,0.5936601172911907,0.5782714604949493,0.6086469149731775,0.1806335956252361,0.16821738484912196,0.1936299737059588
2008,"Boys",5,"Latin America and Caribbean",NA,0.023258064891705777,0.019306973815953598,0.02844136415303892,0.1228287000985121,0.11103406879746865,0.13582859990234555,0.1460867649902179,0.13389528989442084,0.15943396333633217,0.08213755237264692,0.07323828783675564,0.09235245316391287,0.5880031579318938,0.5726975487594274,0.6029630833605089,0.18377252470524122,0.17133277809233383,0.1969850045625463
2009,"Boys",5,"Latin America and Caribbean",NA,0.022595096803244195,0.018697257461015,0.027783719639893664,0.12784975136843083,0.1158346556610441,0.14101917307867873,0.15044484817167503,0.13803274680749691,0.16410070753127684,0.08047878734726537,0.07170025771108034,0.09054891789439674,0.5823385293156803,0.5672744363814417,0.5973622930158867,0.1867378351653793,0.1742707199894162,0.19997898148639018
2010,"Boys",5,"Latin America and Caribbean",NA,0.02207240671121608,0.01822721829790123,0.027179733337562417,0.13275094451600025,0.12063002416361696,0.14614821304595904,0.15482335122721635,0.14220069234733487,0.16871001595025936,0.07912775405941264,0.07050328690451711,0.08914583676788258,0.5765177878407983,0.561467582938469,0.591714310513596,0.1895311068725728,0.17704808313279966,0.2028267313914541
2011,"Boys",5,"Latin America and Caribbean",NA,0.021697331630738254,0.017895574811414218,0.026740280127802826,0.1376347000562253,0.12548892673393489,0.15108632033911018,0.15933203168696355,0.14658120309392517,0.17336295417408087,0.07807619655941736,0.06950622056677334,0.08798131788633787,0.5704204456869957,0.5552252865215602,0.5857327788185791,0.19217132606662332,0.17959693266337085,0.20544555005237497
2012,"Boys",5,"Latin America and Caribbean",NA,0.021456926579172385,0.017653945755253336,0.026493591154187167,0.14250732790238782,0.1301298840626731,0.1562423939534879,0.16396425448156018,0.151111299160593,0.17813765449742106,0.07725193418060501,0.06854720422953785,0.08711611884107881,0.5641191459021594,0.5487599106859357,0.5795233650428843,0.19466466543567543,0.18206078152838104,0.20819081423986535
2013,"Boys",5,"Latin America and Caribbean",NA,0.021344098871453644,0.01758875349477763,0.026329608335933584,0.14746007105016998,0.13477824300573957,0.1613971264644983,0.1688041699216236,0.15557229043278387,0.18292280433264815,0.0766197185466077,0.06784274063139918,0.08641866137010723,0.5575728765521307,0.5419869326465785,0.5730070238516305,0.19700323497963798,0.18441344450694439,0.21080852316229653
2014,"Boys",5,"Latin America and Caribbean",NA,0.021357287862021627,0.01757018952663969,0.026524817625253504,0.15251948327364165,0.1394528033590482,0.16689450430763336,0.17387677113566327,0.16023069539069265,0.18839065911990852,0.07610984196498521,0.0674206667915352,0.0860794551407292,0.5508219957979257,0.535169232652743,0.5666370161487573,0.19919139110142572,0.18650893422128745,0.21327410535109945
