"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity)","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) upper 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval"
2003,"Women","High-income western",NA,0.027207923388373988,0.02924864654559679,0.0251796439033824,0.233286343890239,0.2392909385538851,0.22733708478264908,0.26049426727861297,0.26667501854759196,0.25423183849280284,0.06423135975131015,0.067087649690994,0.061379620845907736,0.39663864638127044,0.4029856885142708,0.39014751485474247,0.2786357245888064,0.28465098293683033,0.2725151042138305,0.139263200783651,0.14426045843204394,0.13425355568750852,0.058683081805605684,0.06209449102058596,0.05545252891867855,0.035340061300982294,0.03863864568842089,0.032272757594365986
2004,"Women","High-income western",NA,0.027066030561609812,0.029068383988395487,0.025085226521358764,0.23781560106127106,0.24375076565316636,0.23187718342521413,0.26488163162288086,0.27099298567769803,0.25866253633607494,0.06345288923656082,0.06617823492506905,0.06066480135222576,0.3933057504602302,0.39954106543073853,0.38695779857077395,0.2783597266803281,0.28419370143528216,0.2723345092132417,0.14069306098409126,0.14563386313440085,0.13583163307544985,0.060042326859184494,0.06346434995580584,0.056788677754790295,0.037080213217995296,0.04049904224397472,0.03393068806266795
2005,"Women","High-income western",NA,0.02693588324605063,0.028891652793499045,0.02500978649341642,0.2421595752666656,0.24801540267075547,0.2362886406656122,0.26909545851271627,0.275185839318151,0.26299225801692205,0.06271625010552753,0.06539980943178231,0.06006063647644056,0.3902333880579908,0.39630232033477975,0.38409143307434523,0.27795490132376544,0.2837106518958841,0.2721032690147892,0.14199549571306283,0.14683518819427266,0.13711478316261896,0.06134983282875336,0.06487753536786456,0.057995998160206196,0.038814246724849455,0.0423051587256464,0.03555406521699194
2006,"Women","High-income western",NA,0.026825594571275473,0.02873296113023087,0.024911611610132806,0.24625831339069104,0.2521508657387317,0.24027751208505518,0.2730839079619665,0.27910257825748025,0.26698401674830413,0.06204070269147252,0.06469318780396249,0.059435995569097635,0.38743188525438993,0.39344320770602825,0.3814476650189745,0.277443502092171,0.28324527094982954,0.27169017535550666,0.14315183349711105,0.14795021477287984,0.13841177712859468,0.06258987843504979,0.06618745235248347,0.05929370713401334,0.040516601458530206,0.044130099785960254,0.037185978483031255
2007,"Women","High-income western",NA,0.026725061355916485,0.028616987046429346,0.024863340449797697,0.2501974860984969,0.25620408743569273,0.24425180876719252,0.27692254745441336,0.2829398440857443,0.2708809691123949,0.06139869757177619,0.06402503814976868,0.058864938444860376,0.38480079042134796,0.39074388527673454,0.37892904894269125,0.27687796255246244,0.2825889224272042,0.2711215355393514,0.14419545586322427,0.14903188922114766,0.13941356222572682,0.06378483579162735,0.06731442778553544,0.060506711984785924,0.04221719444364527,0.04593016313654943,0.03880052147044275
2008,"Women","High-income western",NA,0.02664353571450078,0.028536748326632555,0.024776260816491556,0.25394184020977756,0.2599500528569833,0.24805663273546863,0.28058537592427835,0.2867308857670509,0.2744854063960284,0.06081756727573323,0.06342843495789607,0.058297251036420826,0.3823211987852251,0.3880924329213763,0.3764042140969476,0.27627585601476334,0.2819418260514785,0.2705059057783109,0.14511523915442062,0.1499172547319711,0.14024494227278603,0.06492641208471896,0.06838277362910425,0.061596729912607145,0.04390018897063799,0.047659927925401996,0.04041305106737597
2009,"Women","High-income western",NA,0.02659024118642882,0.028483972376222976,0.02469926732990586,0.2574417589078293,0.26338552486752403,0.2514541581888232,0.2840320000942581,0.2902049238276584,0.277826693601095,0.06031902916625181,0.06287253738280237,0.057836853338463515,0.3800135921892451,0.3859032466601179,0.3741539655608652,0.275635376550245,0.28129817459733436,0.269935445003147,0.14589399623678234,0.1507833679810103,0.14099030287318506,0.06601004749582531,0.06953929717063279,0.06267647829442417,0.045537715175221614,0.04939703293819451,0.04198798833086734
2010,"Women","High-income western",NA,0.026566453346177143,0.028476967113317743,0.024630724162468032,0.26064715072033917,0.26664643500148993,0.2546211657486132,0.2872136040665163,0.2933782540741817,0.28094886842481814,0.059931247583098785,0.062494374230046786,0.05745018060536537,0.3778721982866994,0.38380492038078295,0.37192157033041773,0.2749829480636855,0.28086722231113204,0.26927519419597196,0.14650469061564067,0.15157902059659847,0.14164595367664662,0.06703143069749135,0.07058754256892148,0.06360728684994041,0.04711102940720712,0.05105715373547444,0.04339421170799951
2011,"Women","High-income western",NA,0.0265608173431186,0.028529380842576713,0.024588137050246255,0.2636659159835133,0.26980678295086036,0.25742026598561324,0.2902267333266319,0.2966485103293133,0.28386676814064865,0.05962894510898357,0.062227935604765985,0.05712255058879806,0.3757530297122266,0.3818700882011,0.3696151697140756,0.27439128985215794,0.280377091396583,0.26859946961374914,0.1469965796610669,0.1522142178527572,0.14202557920024028,0.06802134457143742,0.07163751132663757,0.06444336799502182,0.04864799175100895,0.052803654186510535,0.04478371744252266
2012,"Women","High-income western",NA,0.026572823461512324,0.028608143381208217,0.024533188413156132,0.2665040516821676,0.27295615779569327,0.2601329640346041,0.29307687514367997,0.2996287481995167,0.28658647556026673,0.05940669078201586,0.06212133017336787,0.05682652844644123,0.3736501633469843,0.3798394717030806,0.36730797978843055,0.27386626872731984,0.2799063416861646,0.2679987650718309,0.1473702985641065,0.1526466173761892,0.14232513045590003,0.06899279061016252,0.07269235505899341,0.06526265503947148,0.05014096250789863,0.05454609864130107,0.046049268748845004
2013,"Women","High-income western",NA,0.026596268540578515,0.02870297932183078,0.024498744327062533,0.2692509915942042,0.27601829012389784,0.2627521131602726,0.2958472601347827,0.30267292816439156,0.2890651239833666,0.05924513145976094,0.062047453352554086,0.05653267202157744,0.3714970282463564,0.37796996719069137,0.3649180106411263,0.27341057815909997,0.27961545314293906,0.2673148948770274,0.14765294744594126,0.15306794879083258,0.1423865376400598,0.06998512920313722,0.07389855192405367,0.06607255485431351,0.051612914945125696,0.05628447687036278,0.047311452665931994
2014,"Women","High-income western",NA,0.026636121881378153,0.028836769331825197,0.024488075978262972,0.2719486009380453,0.2791505349754116,0.26499823252690746,0.29858472281942344,0.3059656502452832,0.29138267601317003,0.059120236674497575,0.06204844901063666,0.056323883163141734,0.3692708185649392,0.37604363838667854,0.3623758028404923,0.27302421994113973,0.27959551616183237,0.26659907086491835,0.14783763498443547,0.1535112044501983,0.14219636319343537,0.07102288917621001,0.07527734309732283,0.06687067935940608,0.05308807677739983,0.057965555838569924,0.048523827051627534
2015,"Women","High-income western",NA,0.02669253219976626,0.029045857662953062,0.024444667431238288,0.2746266396001506,0.2823736103811609,0.2671347029112998,0.30131917179991685,0.3094790428020169,0.2935614540347857,0.05902626679130678,0.06209611533087484,0.05610618887707588,0.3669660900745725,0.3742136550705102,0.3598079458666739,0.2726884693342039,0.2798036162140574,0.2657489391668397,0.14793219214966022,0.15404025176591218,0.1418228211019852,0.07210410625181467,0.07664830494448024,0.06766843457210966,0.054590341198675715,0.05985569979959551,0.04960866702980844
2016,"Women","High-income western",NA,0.026765974039612186,0.02930812344019705,0.024379251528006286,0.27726629693425964,0.2858057471012721,0.26908519810754444,0.3040322709738718,0.3126960329928652,0.2955701061962366,0.058973746337605985,0.06233844570150375,0.05585790848389694,0.36460581379536366,0.37238392658552216,0.35688650958298124,0.27238816689315853,0.28015956771146333,0.26456228980227164,0.14793497579856627,0.15464848561606204,0.1413155327352857,0.07321285007859905,0.07829210968426156,0.06826042543796272,0.05611847105709431,0.061829918624699075,0.05060485308668453
2017,"Women","High-income western",NA,0.026853090470029747,0.029638558833488485,0.024280013829019384,0.27988659312624553,0.28910995947839185,0.2707336134058391,0.30673968359627524,0.3165234754941081,0.29738819838576225,0.058950266345591584,0.06266464801615314,0.05549697008002683,0.36222180838738366,0.37067388600645196,0.3536510353105786,0.27208823967074947,0.28077567882486393,0.26342740568592343,0.14786177618103583,0.15542080327564817,0.14034500074319178,0.07433478168807058,0.08010334806536314,0.06874284734142815,0.0576900352571391,0.06419622069330236,0.05152269360072825
2018,"Women","High-income western",NA,0.026953382301287923,0.030049321622829726,0.02411241239802769,0.28246410707577635,0.29283680741066126,0.27225976646910655,0.30941748937706426,0.3204927883104854,0.2990744679974525,0.05896177032544745,0.06307722265023948,0.05511219904424334,0.3598422395156851,0.3693798362217159,0.35014820469731794,0.2717784987818032,0.28156137002374826,0.2621788997874378,0.1477156748887209,0.15632730397172911,0.13921927240452361,0.07545294214734445,0.08194924160941447,0.06915436179124099,0.05929549003971097,0.0667666987576658,0.052248742905973575
2019,"Women","High-income western",NA,0.027067600703377638,0.03063086154699364,0.02388021746817338,0.28505868446244403,0.2972776404311197,0.2733955115085523,0.31212628516582164,0.32485538801555797,0.30002026481475563,0.058997624351926306,0.0636692149275508,0.05465157997602753,0.3574300376483823,0.3683175650479692,0.3464570363953954,0.27144605083386975,0.2826399558800165,0.2605852878406208,0.14753684252743263,0.15742255724091025,0.13780410571003282,0.07658080822281794,0.08412934076823349,0.06935299786979987,0.06094103371219345,0.06948080643201343,0.05283336772336841
2020,"Women","High-income western",NA,0.027199020838785063,0.031322268525290596,0.023574843473843074,0.28774706309134784,0.301695377769643,0.2742476908849672,0.31494608393013296,0.32930397690870455,0.30103436238000764,0.05904781355870365,0.0643942819290349,0.05405896075331038,0.3549364815409794,0.36764288904456177,0.34227987386520664,0.271069618970184,0.28390202410719145,0.2586979093438598,0.147372467237093,0.15877938033339756,0.1361199482983461,0.07772915473990064,0.08644867325453844,0.06928082267928665,0.06264544111435424,0.07260892409424459,0.05332002490289952
2021,"Women","High-income western",NA,0.027354967389785743,0.03211947638233225,0.023215979862934933,0.29048352831970164,0.3065242050006578,0.2747927012818335,0.31783849570948736,0.33425336417970786,0.30185909592895527,0.059117736271281675,0.06519738240240529,0.05345348947500939,0.35240428768428467,0.3673118122037577,0.3378594889609068,0.2706394783349462,0.2852344282389924,0.2564489725322387,0.14720400595076855,0.16025873754800452,0.13434588155012137,0.07888301252775949,0.08912402662127733,0.06909674872125911,0.06439650984117361,0.07601356525877763,0.053477456823900746
2022,"Women","High-income western",NA,0.027528166180656555,0.03297560711591894,0.022853658670569255,0.29330295972042525,0.3117266479781504,0.2750832564491177,0.3208311259010818,0.33943464251812044,0.30281269952531836,0.05920121316763483,0.06623454984438117,0.05274607425859321,0.34979650035347154,0.3671650796329364,0.33338899067021865,0.27017115857781177,0.2868451601209005,0.2537454127689388,0.14704362721459646,0.16217188628734833,0.13218658388475205,0.08005810365333947,0.09203314066685554,0.0688870252297308,0.06620122885248936,0.07977127381931044,0.05360139131237132
1990,"Women","Latin America and Caribbean",NA,0.052448254681323477,0.06009540002785773,0.045526715286150085,0.13630024274634495,0.14651706268941186,0.1261490645353646,0.18874849742766842,0.2007956585602791,0.17674671802493055,0.07764373725520592,0.08495392867946445,0.07062175496720932,0.4360514012890231,0.45070622402709004,0.42158195822840044,0.29755636202810265,0.31230869620062296,0.2830625475468862,0.10115477279491084,0.11074895736070851,0.09161585434784233,0.026032153652334265,0.029923581145454146,0.022520698631550692,0.009113316299099835,0.01112490820442445,0.0073671582075996
1991,"Women","Latin America and Caribbean",NA,0.0504363551018412,0.05727507852105633,0.04421094090869631,0.1414317006727001,0.15100708147753014,0.13190060137419837,0.1918680557745413,0.20277866423515462,0.18067505176410711,0.07521233073374883,0.08183538501005369,0.06893137916044784,0.43207729911453435,0.44540842139946313,0.41876609828649936,0.3008423123771755,0.314252645016154,0.28778731117892925,0.10456471731732873,0.11352857210986464,0.09567974830415168,0.027251721941044547,0.030930229175206884,0.023878747691541594,0.009615261414326823,0.011563307177585223,0.007923850183689383
1992,"Women","Latin America and Caribbean",NA,0.04851311622279668,0.0546197885864895,0.042922550834171735,0.14670289087357455,0.15554775826034078,0.13781911620290882,0.1952160070963712,0.20544655610900628,0.18497988872807114,0.07287131229311464,0.07884718382940094,0.0671984770229974,0.42792624252024014,0.4400391555242999,0.41557512225072396,0.303986436090274,0.31598177873140465,0.29192878497379915,0.10803606824834269,0.11637581610004263,0.0996083705782336,0.02852150836541001,0.03206538477717034,0.025268692425521676,0.010145314259821837,0.012049468085538853,0.008515498166834171
1993,"Women","Latin America and Caribbean",NA,0.04668742256798037,0.052089304164773385,0.041525502400215464,0.15208131133091268,0.1605406031776881,0.14372687636436102,0.19876873389889305,0.20842269238777242,0.1890362086755922,0.07064612211583993,0.076121341036385,0.06546666199717942,0.42362315813767465,0.4349451324986529,0.412364086004316,0.3069619838475923,0.31822074505462045,0.2957233685547265,0.11153901027985562,0.1195341227483688,0.1037829960878431,0.029840498248268777,0.03321606548375782,0.026683728189536883,0.010701802802788271,0.012554555661657972,0.009053266840791012
1994,"Women","Latin America and Caribbean",NA,0.044972230926502176,0.04996615596757057,0.04026687892466502,0.15754424600333075,0.16558823445824034,0.14965814934487592,0.2025164769298329,0.21176766124609656,0.1934125698895071,0.0685538317028995,0.07363255861090512,0.06378760387626989,0.41919254616391177,0.429790961262553,0.40868234756663596,0.3097371432033558,0.320239185542857,0.2993336451465321,0.1150538966050795,0.12267957785243766,0.10767269829390443,0.031207940359332352,0.03447847001101366,0.02804493977364044,0.011282409038918901,0.013085693372048814,0.009641425095330216
1995,"Women","Latin America and Caribbean",NA,0.04336208270701594,0.04802421540442309,0.039003834622941,0.1631022914571165,0.17086791594099385,0.15542725832864618,0.20646437416413244,0.21517620552969816,0.19787127897280837,0.06659034640280856,0.07133961223239903,0.06207782146303513,0.4146344258588373,0.4247311845472362,0.4045788205150523,0.31231085157422167,0.32210669346819343,0.3024447751544164,0.11858479536034601,0.12593207690615577,0.11148811364943244,0.03262835170520585,0.0358591320468607,0.029536802987804388,0.011889144391564634,0.013626420516470976,0.010279988457999606
1996,"Women","Latin America and Caribbean",NA,0.04185763582519281,0.04609543350469656,0.03777657163003637,0.16877213606052013,0.17617819568426307,0.16132300156817436,0.21062977188571297,0.21911470954396303,0.2024637202782155,0.06474051624821259,0.06925673322519886,0.060484969232418265,0.40994372978845384,0.41965099277578344,0.4003183246146235,0.31468598007762066,0.32404219958860125,0.3052583273312558,0.12213574975631515,0.12925464661487576,0.11519454151468574,0.03410935550864381,0.03725584304926848,0.031039845082828046,0.012527030795561172,0.014258329904148792,0.010931807205984505
1997,"Women","Latin America and Caribbean",NA,0.04044588971187975,0.04431638799604041,0.03659132313973902,0.174540285466552,0.18173492927790838,0.16732167319567776,0.21498617517843177,0.22306080912528867,0.20717740526265277,0.06300533180139563,0.06718327971881331,0.05895408185790622,0.40515452014424885,0.4143644334246811,0.3959665735108536,0.31685397087592376,0.32599880453435054,0.3076979035513868,0.12569054845017852,0.13258590847602897,0.11897645347843674,0.03565231124968446,0.038755118219595895,0.03268429006955144,0.013197425766689048,0.014922994330030848,0.011628100624283443
1998,"Women","Latin America and Caribbean",NA,0.03913754077228779,0.04287707105893929,0.035567468598380614,0.18036956605248666,0.18752489034203937,0.17327947619410747,0.21950710682477445,0.22727140599355086,0.21185016953538535,0.06137662655585584,0.06535355257926323,0.05759699174074177,0.4003089158575785,0.4091516962103685,0.3914952932482525,0.31880734876179123,0.32764988722589033,0.31009289081809815,0.12922029034770796,0.13590526558621197,0.12271357590682509,0.03725007700052692,0.04033036045257354,0.0343451680426832,0.013899198704251796,0.015596297359185574,0.012346486420745628
1999,"Women","Latin America and Caribbean",NA,0.037942522213542135,0.04144130082147486,0.03453722786905748,0.18623625110666953,0.19328746881041695,0.1793261595269782,0.22417877332021172,0.23169694205610722,0.2168145968620387,0.05985485590445157,0.06363587857057323,0.0562738501922872,0.3954260274814174,0.40388296203184804,0.387073294669439,0.3205403412939194,0.32891059130897,0.31215945792472116,0.13270102463749361,0.13923654462054255,0.12637707447579266,0.038896976017929706,0.04187048813539539,0.03605388385722272,0.014638250451246221,0.01632139898641825,0.013092551534139265
2000,"Women","Latin America and Caribbean",NA,0.03686471064207952,0.04018118792749804,0.03361522781464136,0.1920801176629896,0.19880503900642674,0.1854138669368825,0.22894482830506913,0.2362686905968175,0.22176242626366363,0.05844209804651486,0.06194021736174448,0.05503394595666945,0.39056934902049273,0.3986280293688674,0.3826502001110952,0.32204372262792325,0.3300247141220609,0.31400092726587003,0.13609248082328773,0.1425002611610721,0.13001373248763962,0.04058178468355038,0.043550476313140296,0.03780127784171319,0.015405852156151496,0.017093235305575518,0.013869867602536856
2001,"Women","Latin America and Caribbean",NA,0.035889644796387114,0.03900890142778747,0.032812201362336174,0.19788222560293,0.2044694822465862,0.19140560700242537,0.2337718703993171,0.24084720459727624,0.22670184023119538,0.057120007667185176,0.06046954939572357,0.05387913934271388,0.38574030961481287,0.3933738802487332,0.37826663294953583,0.3233678103186849,0.3311748412103821,0.31557028487440464,0.1393727136576504,0.14555780185476316,0.13335900572193804,0.042306612064670464,0.0452687326266001,0.03951466195342179,0.016202899880609137,0.017908459281688747,0.01468476753906272
2002,"Women","Latin America and Caribbean",NA,0.035013806198891315,0.03800630187434482,0.032053008780285025,0.2036257556961273,0.20992529490794823,0.19732895513724855,0.23863956189501864,0.24545773633320964,0.23194298445348094,0.055865977716445074,0.05903061445500088,0.052835745056431384,0.3809589338631269,0.38832878131909915,0.37370397423142043,0.32453552452540935,0.3319890814459754,0.3171105950638666,0.14253438181374034,0.14853198766903208,0.1367938950031956,0.044063806766178736,0.04697248938203694,0.04129151567678706,0.017027567116208217,0.018733728402195678,0.015462814651021943
2003,"Women","Latin America and Caribbean",NA,0.034214354117844674,0.03707187344298587,0.031509124813034174,0.2093798683676421,0.21551108544680445,0.2032865629427288,0.2435942224854868,0.2501332822564033,0.23714035770911132,0.054649996105017654,0.05769837297350913,0.051759647620024246,0.3761494098907422,0.38339758475909713,0.3690274200900483,0.3256063695187534,0.3328862968600555,0.3184515532986047,0.1456433120412157,0.15146829729996114,0.1400307329158643,0.045853137644763974,0.048756036129413136,0.04309618844719423,0.017883418681662447,0.01962898817844243,0.01628186714384769
2004,"Women","Latin America and Caribbean",NA,0.03346447553000443,0.036212226449872674,0.03083598954213569,0.21521395912103794,0.22134394951386746,0.20926513271596586,0.24867843465104236,0.2550401177203642,0.2423316078886063,0.05343703287582478,0.05637410957189017,0.05067234924257837,0.3712631457334035,0.37824320184751203,0.36428271181883,0.3266213847397294,0.33366979171167116,0.3196984555709497,0.14874130566846372,0.1546472496381186,0.14328789944429932,0.04769371511364372,0.05059085967465007,0.04493818950731403,0.01877893833893051,0.020570148578618865,0.01715576560147854
2005,"Women","Latin America and Caribbean",NA,0.03275450207570702,0.03540650002317064,0.03026179019405241,0.2211616452731408,0.22718394383170054,0.21525722590703153,0.2539161473488478,0.26022574153021016,0.24758240254284358,0.05221531853802354,0.055053546207781565,0.04954923607180502,0.3662245539971697,0.3730632136816432,0.3595530561836344,0.32764397811595897,0.3345506772238411,0.3209757701003223,0.1518645969713699,0.1576665250936816,0.146461438501376,0.04958380178852557,0.05251344285115758,0.04676333444026997,0.019713246513245356,0.02151730066656285,0.018027529029129682
2006,"Women","Latin America and Caribbean",NA,0.03208868785966819,0.034646506649255164,0.02966243001471973,0.22722193570608332,0.23316703169599365,0.2213027108649658,0.2593106235657515,0.2656797234704241,0.25294852648423477,0.05099393299313623,0.05369783798903626,0.048432190258297626,0.3610062173562778,0.36766401848871566,0.35435874928202155,0.3286892240848345,0.33545596692535845,0.32207800629591554,0.15503346077924135,0.16063836322799274,0.14953580792396756,0.05150048852492551,0.054505701599330145,0.04864537903967861,0.02068798640191645,0.022549275771826124,0.01892776877270012
2007,"Women","Latin America and Caribbean",NA,0.03144828235626299,0.03394862988567304,0.029076201878870264,0.23349047014255261,0.2394584300968038,0.2275291557900859,0.2649387524988156,0.2713237402314306,0.25883796379886514,0.0497667982614303,0.05241029281077722,0.04728801789521127,0.35556646726814123,0.3622454123755892,0.3490138219244124,0.32972797997161285,0.33637041111657573,0.3230554056325271,0.15829325955811005,0.163918965181685,0.1526355525398315,0.0534795593100844,0.05657967983244285,0.05055299902963431,0.021717651274358176,0.023644525687474983,0.019919821507189205
2008,"Women","Latin America and Caribbean",NA,0.03081930837381073,0.033275469405455775,0.028493931053270895,0.24002059863407207,0.24605619109192062,0.23405330489909482,0.2708399070078828,0.27726061390570717,0.26458840981891596,0.04852232052974204,0.05105740654707973,0.04611054329454276,0.3498752847256181,0.3565030965786014,0.3433195948032158,0.33076248573675704,0.3372787704573998,0.3242220006919427,0.16169095161418132,0.16731655478258872,0.15610210950947032,0.05551944848423366,0.05863338777335637,0.05249420074817057,0.022810198535657092,0.024767018927429336,0.020945257517001093
2009,"Women","Latin America and Caribbean",NA,0.03020074565941615,0.03258860540798574,0.02786838471043857,0.24684091119720686,0.2529066626992867,0.2409371342176375,0.277041656856623,0.28333619436350804,0.2707728986170736,0.047259240016661555,0.04972199104327491,0.04491992131644374,0.34391099405046754,0.3503918969862856,0.33736648824974713,0.331788107076248,0.3382810832136515,0.3251473745476735,0.1652293649120176,0.1708366582524303,0.15965702009892366,0.05763577750789692,0.06083002144745879,0.054585284338431295,0.023975768777292347,0.02594858615740198,0.022058171418152223
2010,"Women","Latin America and Caribbean",NA,0.029591856678105852,0.031937747237329325,0.027328037457032172,0.2539876027085016,0.26002238179357373,0.24811802481220244,0.28357945938660745,0.2898284584299129,0.27735142564842186,0.04598086020903349,0.04836376437692471,0.043695515138804854,0.3376321770600304,0.34409051354045966,0.3312222291295824,0.33280750134432874,0.3392340775235995,0.3262808582061191,0.1689243719351493,0.17445778255725294,0.1633378388167312,0.05983794069545983,0.06310677659438592,0.056738442664691996,0.025225290077892506,0.027231731305186947,0.023265857170319138
2011,"Women","Latin America and Caribbean",NA,0.02898361725510331,0.031272992351414466,0.02675473470953678,0.26144730001763083,0.2674759897246867,0.25548421054946346,0.2904309172727342,0.29675698374169607,0.28418000525841647,0.044684652905656916,0.04695765493674306,0.04246965986875555,0.3310308303938117,0.33742104083201435,0.3248532726572403,0.3338535974277972,0.3402613929697054,0.3273453247940053,0.172766650867938,0.17825498079026006,0.16725593464759797,0.06211983676740864,0.06543662694108328,0.059007936035348464,0.026560812382284235,0.028624823638911386,0.024519276438403414
2012,"Women","Latin America and Caribbean",NA,0.028378624050989523,0.030588037044512836,0.02621008693983028,0.269138138995717,0.27525027548558606,0.2632290337374139,0.2975167630467065,0.3038424171728194,0.2912875127212962,0.043385600514030995,0.04557434462333123,0.041245531310324476,0.3241968109921158,0.33041382963205185,0.31805482530744866,0.3349008234471468,0.3412115184245824,0.3283941847679245,0.17669484992048987,0.1821733362898811,0.17108108684131745,0.06447000420510288,0.06788297844656943,0.06129819741537446,0.027973284870124224,0.030129664255597627,0.025841043995797657
2013,"Women","Latin America and Caribbean",NA,0.027793095220018927,0.02996172496948639,0.025691811953417097,0.27697371453257696,0.2832606771337938,0.2709428438459984,0.3047668097525959,0.3111716959577877,0.29852565495501576,0.0421069407495596,0.04428227065115522,0.04000706714883924,0.31719356207036103,0.32346089237157927,0.31108815606644186,0.3359326854274835,0.34226538759156044,0.32940238538897376,0.1806441777920279,0.18618083375742106,0.175021526749237,0.0668760264997875,0.07044945305445002,0.06362637371631623,0.02945351024076155,0.03170430637826288,0.027272244883529397
2014,"Women","Latin America and Caribbean",NA,0.02723506577334807,0.029402554238523296,0.02511326169399104,0.2848992440997125,0.29142773323376275,0.2786500703962371,0.3121343098730606,0.3187440197134909,0.3056457859436272,0.040861517054312554,0.04297270323339558,0.03878875457482327,0.3100788133261121,0.31621571235179396,0.3040436415486889,0.3369253577465148,0.34329838765145837,0.3301864038895289,0.1845792085046413,0.19032262910022552,0.17878579188916402,0.06932046074817112,0.07300617378422301,0.06596732077975025,0.03099957484690008,0.033395259837790035,0.028709853513917652
2015,"Women","Latin America and Caribbean",NA,0.026699774371463696,0.028924946345409944,0.024525476751545584,0.2928643457393694,0.29954841519831393,0.28631971659502053,0.3195641201108331,0.3265055703591729,0.31287235615980763,0.03966282559509595,0.04182475309208467,0.03755715248059107,0.30294532586416906,0.3090865566750877,0.29675227500649826,0.33782772642990183,0.3445440717768117,0.3309484439495076,0.18845675314649754,0.1944264446141916,0.18240001028174466,0.0718023116775294,0.0756663818727251,0.06817451213515743,0.03260528091534249,0.03523112206933745,0.030140785690184583
2016,"Women","Latin America and Caribbean",NA,0.026164458758100945,0.02848548205982745,0.0238849239892141,0.300814384623702,0.30785349688595226,0.29374630935296414,0.32697884338180294,0.33437327442969894,0.3198899201180751,0.0385058617184117,0.04078873023212802,0.0363491074615624,0.29588034160824667,0.3024450793905995,0.28922031921599833,0.3386349512915386,0.3456205343621679,0.3313946811840332,0.192271946359614,0.19865159090309997,0.185877026244452,0.07429340880840929,0.07846386092529274,0.07038850276482206,0.03424902945567872,0.03719938685293866,0.03153510341122498
2017,"Women","Latin America and Caribbean",NA,0.025639464696108574,0.02813431035766474,0.02323055515307813,0.30874783088380064,0.3164837150614679,0.30101115231912257,0.3343872955799092,0.34245265212712916,0.3265798346526616,0.03740704158105559,0.03986924363390471,0.03513466441651879,0.28891982895490775,0.29620178347161485,0.28173266099043465,0.3392858318841274,0.3469177728418335,0.33147543377552,0.19601077752086854,0.20311373759789164,0.18893783056143276,0.07679907332870523,0.0814516251416443,0.07247965904769665,0.035937980034226845,0.0392873606637687,0.03287901765210043
2018,"Women","Latin America and Caribbean",NA,0.02513166247148425,0.027856247760827645,0.02256622971761578,0.31666707088009194,0.32530972751018394,0.30793052864087783,0.3417987333515762,0.3507094843203475,0.3329086837970625,0.036350000075257766,0.039040739161263875,0.03389239270505689,0.2820567818307156,0.29022661664892074,0.2740047458416627,0.33979448274245044,0.3483326108248873,0.33111794152491414,0.19966840682513978,0.20751358267575068,0.19174367381460994,0.07932216779423129,0.08463380821220261,0.07442507668030929,0.037676496260720845,0.04150099685955388,0.03413785182684937
